Hz	t: 0 -> 0.125	t: 0.0625 -> 0.1875	t: 0.125 -> 0.25	t: 0.1875 -> 0.3125	t: 0.25 -> 0.375	t: 0.3125 -> 0.4375	t: 0.375 -> 0.5	t: 0.4375 -> 0.5625	t: 0.5 -> 0.625	t: 0.5625 -> 0.6875	t: 0.625 -> 0.75	t: 0.6875 -> 0.8125	t: 0.75 -> 0.875	t: 0.8125 -> 0.9375	t: 0.875 -> 1	t: 0.9375 -> 1.0625	t: 1 -> 1.125	Average PSD:
3712	1.35117e-05	0.00137213	0.000237654	0.000701877	0.000651767	0.000590179	0.000174631	0.000164359	0.000610413	0.000293059	2.80264e-05	4.0409e-05	0.000350734	0.00208453	0.000274929	0.00023455	0.000228206	0.000473586
3720	5.98025e-05	0.00208725	0.00061722	0.00136968	5.74704e-05	0.00135186	0.000120129	0.000230056	0.00019392	4.21718e-05	0.000416834	4.06505e-05	0.000114484	0.00352842	0.000194892	0.000173369	0.000606438	0.000659097
3728	0.000198063	0.0028271	0.000722624	0.000747273	0.000189945	0.000383775	0.00112057	0.00145811	0.000192933	0.000230656	0.000586874	0.000751363	0.000645462	0.000891532	5.89148e-05	0.000670754	0.000797314	0.000733721
3736	0.000522563	0.00365987	4.87705e-05	3.49536e-05	0.000132261	0.00105715	0.00149285	0.00153378	0.000783131	0.000576242	0.00113412	0.000925985	0.000154102	0.000825952	0.00165168	5.60097e-05	0.000479262	0.000886393
3744	0.000658769	0.00178442	0.00048312	0.000679824	9.69032e-08	0.00129733	0.000557592	0.000424956	0.000109338	0.000243912	0.000955336	3.7205e-05	0.000183042	0.00142934	0.000854119	0.00135233	6.66977e-05	0.000653966
3752	0.000509878	0.00103025	0.000320503	0.000350109	0.000125752	0.000654287	0.00128826	0.000429579	4.96575e-05	0.000468813	0.000532124	0.000245088	3.91174e-06	0.000874045	0.000133088	0.00173477	0.000274243	0.000530845
3760	0.000260007	0.0001123	0.00126077	0.00188819	0.000790111	0.00232575	0.00135866	0.00109991	0.0005149	0.000817808	0.00138388	0.000393785	0.00137567	0.00172782	0.000613446	0.000537551	0.000573745	0.00100202
3768	9.38294e-05	0.000219163	0.000611824	0.000480563	0.00100648	0.00173855	0.00139406	0.000482949	0.000832209	0.000392046	0.00150304	0.000552145	0.00143238	0.0012684	0.000482821	0.000763658	0.000507986	0.000809535
3776	7.75114e-05	5.23814e-05	0.00126223	0.000673044	0.00087692	0.00106511	0.0012405	0.000502339	0.000618796	0.000316181	0.000181468	0.000444751	1.28854e-05	0.000527631	8.9383e-05	0.00182315	0.00054131	0.000606211
3784	0.000244028	0.0004702	0.000198431	0.000129462	0.00051974	0.000504991	0.000764145	0.00104855	0.000199169	0.00118187	0.00103272	0.00014687	0.000490057	0.0011658	0.0011169	0.00206122	0.000593276	0.000698084
3792	0.000645722	0.0011501	0.000435972	5.19577e-05	0.000321303	6.54864e-05	0.000293824	0.000807802	7.86809e-05	0.00142723	0.00122017	9.40325e-05	1.26482e-05	6.86317e-05	0.000517231	0.00134724	0.000493017	0.000531239
3800	0.000715927	0.000204408	9.53761e-05	0.000445707	2.05765e-05	0.000510806	0.00019965	0.000553493	0.000497861	0.000994835	0.000819296	0.000612599	0.000218503	0.000776701	3.01221e-05	0.00148402	0.000148902	0.000489928
3808	0.00025323	0.000112065	7.07941e-05	0.000198186	0.000202769	0.000828673	0.000190598	0.000291331	8.64344e-05	0.000234315	0.000310697	0.00117685	0.000172166	0.000481731	0.000449135	0.000647873	6.27476e-05	0.000339388
3816	0.000159855	0.000312418	0.00106759	8.07508e-05	0.000249898	0.000833079	0.000150299	9.27798e-06	0.00013377	0.000836995	0.00170389	0.0003571	5.76073e-05	0.000495223	4.85315e-05	0.00253532	0.000494355	0.000560351
3824	0.000661419	0.00106788	0.00200683	0.00111663	0.000267185	0.00116767	0.000261144	0.000660129	0.00228686	0.000669821	0.00119002	0.000479016	1.53057e-05	0.000462451	0.000504219	0.00233427	0.000455456	0.000918018
3832	0.000795455	5.64443e-05	0.000552696	0.00144038	4.81272e-06	0.000449343	0.000506149	0.00125738	0.00141553	0.00142598	0.000709045	0.000512301	0.000606058	0.000801872	0.00128227	0.000984247	0.000223986	0.000766116
3840	0.000454868	0.000455926	0.000355547	0.000879379	0.00013709	8.54328e-05	0.00113899	0.000615696	0.000163315	0.000901587	0.00175341	0.000101917	0.00119115	0.000179856	0.00128589	9.1526e-05	0.00037493	0.00059803
3848	0.000238529	0.000848781	0.000307056	0.000759476	0.00019356	0.000306159	0.000698699	1.88367e-05	0.000105179	0.000298908	0.000858888	0.000236682	0.00108194	0.000290777	0.000385581	0.00068265	0.000302984	0.000447923
3856	0.000147141	0.000401838	0.000644688	0.000166341	3.2368e-05	0.000375308	0.000324041	0.000464893	0.000234149	0.00050439	0.000409303	4.92562e-05	0.000676864	0.000967967	0.00030068	0.00165403	7.25586e-05	0.000436813
3864	6.58917e-05	2.07306e-05	9.74347e-05	6.96945e-06	1.19276e-05	0.000159449	0.000726771	0.000267728	0.000605939	4.24475e-05	0.00184623	0.000396488	7.80353e-05	0.000152915	0.00047471	0.000961142	2.3685e-05	0.000349323
3872	2.04252e-05	0.000509495	0.000379668	0.0001168	3.61587e-05	0.000119361	0.000591015	2.42048e-05	0.000251313	0.000167596	0.00133781	0.000227725	0.00102653	0.00125071	0.000831661	0.000762722	2.80856e-05	0.00045184
3880	1.34105e-05	0.00136428	0.000796942	0.000399942	9.3635e-05	0.000238646	0.000219582	0.000240409	0.000539398	0.000156883	0.000324929	0.000457787	0.00191642	0.000242355	0.00229945	0.00142838	3.56333e-05	0.000633417
3888	0.000132613	0.00113619	0.00103758	0.000357636	1.49382e-05	0.000845149	0.000499048	0.000210166	0.000425446	0.000133627	6.57915e-05	0.0002266	6.32451e-05	0.000190966	0.000227354	0.00119616	7.62956e-05	0.000402283
3896	0.000408228	0.000247582	0.0013373	0.000205368	3.23707e-05	0.00242209	0.000901097	0.000157248	0.000201998	6.18567e-05	0.000540187	0.00113855	0.00125321	2.53926e-05	9.32056e-05	0.00107281	0.000107254	0.000600338
3904	0.000394613	0.00011903	0.0011211	0.000180569	0.000170489	0.00218393	0.000791301	0.00152022	0.00155937	0.000286171	0.000537699	0.0012405	0.000954236	0.000733902	0.00059927	0.00146422	9.14439e-05	0.000820475
3912	0.000129027	0.000697548	0.000671223	7.56635e-05	0.00030938	0.000288701	0.000329885	0.00141231	0.000758821	0.00056442	0.000162476	0.00202347	9.33151e-05	0.000590788	0.000502592	0.00108122	0.000170136	0.000580058
3920	0.000338434	0.000295071	0.000104472	7.30876e-06	0.00021008	0.00177201	0.000960218	0.000684353	0.00159297	8.51906e-05	8.81271e-05	0.00200246	0.00082748	0.00146279	5.87386e-05	0.000432521	0.000266653	0.000658169
3928	0.0007443	0.000549104	0.000510883	0.000626433	0.000678644	0.00103171	0.000592597	0.000733234	0.000572398	0.00159719	0.000130372	0.00348918	0.000493937	0.000630702	0.000757506	0.000832047	0.000360493	0.000842984
3936	0.000628468	3.15555e-05	0.000714375	0.00096607	1.33659e-05	0.00116462	8.99338e-06	0.000247811	0.000304777	0.00164612	0.00101039	0.00117729	0.0016281	0.000260523	0.00223989	0.00117866	0.000466791	0.000805165
3944	0.000208972	0.000207778	0.000702924	3.53014e-05	0.000257755	4.88287e-05	0.000240262	0.000101274	0.000135372	0.00112515	0.000647434	0.00036949	0.00336718	7.84413e-05	0.000622641	0.000311921	0.00049834	0.000527004
3952	5.85737e-05	0.000331228	0.000593594	0.000272174	0.000651181	0.000173196	0.00058493	7.22308e-05	2.75124e-05	0.000464356	4.90148e-05	6.41456e-06	0.000640242	0.000850976	4.9885e-05	0.000386408	0.000649948	0.000344816
3960	0.000179482	0.000687039	0.00101894	3.58707e-05	0.00148906	0.000845402	0.00103683	0.000180592	0.00112533	0.00067644	9.76656e-05	0.000243772	0.000894982	0.00184677	0.00138331	0.000149077	0.000601247	0.000734812
3968	0.000188769	0.000307646	0.000743683	4.29264e-05	0.000779547	0.00147799	0.00180293	0.00152832	0.000521219	0.000487759	0.000706441	0.000680316	0.000317283	0.000207284	0.000953114	0.000628118	0.000210364	0.000681395
3976	4.22533e-05	0.000631139	0.000155107	6.60411e-05	0.000370873	0.000888366	0.00163066	0.00312509	0.000962498	0.000198655	0.000268375	0.00298424	0.000663302	0.00261483	1.66011e-06	0.00137064	2.80148e-05	0.00094128
3984	0.000220658	0.000985036	0.000222501	4.39753e-05	0.000400364	0.000474932	0.00289887	0.00201709	0.000933464	0.00149569	0.000601924	0.00204609	0.000754857	0.00301324	0.000215275	0.000982203	4.59658e-05	0.00102071
3992	0.000824518	0.000203426	0.000874932	5.65714e-06	0.000243639	0.000317289	0.0016349	0.000413743	0.000324143	0.00319474	0.00112869	0.000130135	0.000782904	7.41761e-05	0.000726494	0.000242281	1.24529e-05	0.000654948
4000	0.000961649	0.000226545	0.000981312	0.000262678	0.000194633	5.80374e-05	0.000252628	0.000175569	0.00107788	0.0024456	0.00137559	0.000428956	0.00122553	0.00102973	0.00116371	0.00143985	4.9405e-05	0.000785253
4008	0.000469957	0.00111167	0.000333617	0.000104654	0.000291228	0.000548192	0.000929929	0.00025689	0.000275398	0.000499021	0.000835744	0.000247597	0.000203087	0.000743581	0.00366847	0.00288088	6.92834e-05	0.000792306
4016	0.000260179	0.00137525	0.000273194	0.000229138	0.000136306	0.00112453	0.00048243	0.00090017	8.80377e-05	0.000281493	0.000159317	0.000759564	0.000397028	0.000466568	0.00652243	0.00128972	0.000129111	0.000874968
4024	0.000403803	0.000354829	5.95026e-05	0.000112596	0.000686638	0.00116854	8.33863e-05	0.000322173	0.000235604	0.000125114	0.000319529	5.74873e-05	0.000306347	0.000306245	0.00194417	0.00026396	0.000286995	0.000413936
4032	0.000367462	9.29571e-05	0.000519755	0.000461481	0.000398768	0.00101384	0.00159129	0.000146431	0.000265428	0.00038794	0.000451265	0.000472287	0.00135531	0.000965251	0.000198225	0.000303538	0.000161836	0.000538416
4040	0.000144545	0.000325046	0.000584133	0.000756248	0.000832518	0.00196598	0.00335886	0.000827181	0.001284	0.000167761	0.000585526	0.000858301	0.000204908	0.000550358	0.00113332	0.000411362	9.02386e-05	0.000828252
4048	1.45808e-05	0.000704431	0.000296508	0.000510296	0.00180002	0.000798765	0.00284648	0.000931708	0.00129482	1.92487e-05	0.000520131	0.0009913	0.000419793	0.000249809	0.000504961	0.000539665	0.000398971	0.000755381
4056	8.55822e-05	0.000473798	0.000186461	0.000464653	0.00189473	0.000368924	0.000965499	0.000999353	0.00134756	0.000305144	3.71873e-05	0.00110742	0.000242592	0.000371917	0.000574431	9.12297e-06	0.00052182	0.000585658
4064	9.17015e-05	0.00132526	0.000858715	0.000304293	0.00128932	2.09025e-05	9.92437e-05	0.00138046	0.00100023	0.000472645	0.00026085	0.00135514	3.29543e-05	0.000159112	0.000169468	0.000494245	0.000776624	0.000593597
4072	2.19178e-05	0.00222654	0.00190369	0.00022718	0.000659632	0.0014551	0.00125828	0.000699004	0.00059347	0.000692813	1.56537e-06	0.00173382	0.000539208	0.00046213	8.56707e-06	0.00098798	0.00184238	0.000900781
4080	0.000296312	0.00104409	0.00290719	0.000698694	0.000648898	0.00180748	0.000348729	9.51126e-05	0.000323637	0.000185926	0.000612964	0.000376285	0.000648326	0.00048682	0.000181019	0.000508354	0.00246597	0.000802106
4088	0.000542199	6.91653e-05	0.00403407	0.000576784	0.000140483	0.00151313	0.00014383	0.00123788	0.000543427	0.00174532	0.000794077	5.50669e-05	0.0012782	0.000295173	0.000475034	0.0013349	0.00151545	0.000958482
